"","subid","subage","experiment","trial","agent","phase","slide","distribution","target1","target2","target3","item_l","item_m","item_r","correctItem","pick","pickPos","pickCat","correct_item","correct_target1","correct_target2","correct_target3","lastInputCat","same_lastInput"
"139","180921_3","3","distribution_kids_simple",4,"Sheep","training","6","c(6, 0, 0)","clothes","fruits","vehicles","airplane","apple","skirt","skirt","skirt","item_r","clothes",1,NA,NA,NA,NA,NA
"140","180921_3","3","distribution_kids_simple",4,"Sheep","test","choice","c(6, 0, 0)","clothes","fruits","vehicles","melon","dress","car",NA,"melon","item_l","fruits",NA,0,1,0,"clothes",0
"141","180921_4","3","distribution_kids_simple",1,"Pig","training","1","c(6, 0, 0)","fruits","clothes","mammals","skirt","orange","cat","orange","orange","item_m","fruits",1,NA,NA,NA,NA,NA
"142","180921_4","3","distribution_kids_simple",1,"Pig","training","2","c(6, 0, 0)","fruits","clothes","mammals","monkey","sock","cherry","cherry","cherry","item_r","fruits",1,NA,NA,NA,NA,NA
"143","180921_4","3","distribution_kids_simple",1,"Pig","training","3","c(6, 0, 0)","fruits","clothes","mammals","cow","hat","apple","apple","apple","item_r","fruits",1,NA,NA,NA,NA,NA
"144","180921_4","3","distribution_kids_simple",1,"Pig","training","4","c(6, 0, 0)","fruits","clothes","mammals","banana","elephant","dress","banana","banana","item_l","fruits",1,NA,NA,NA,NA,NA
"145","180921_4","3","distribution_kids_simple",1,"Pig","training","5","c(6, 0, 0)","fruits","clothes","mammals","shoe","horse","strawberry","strawberry","strawberry","item_r","fruits",1,NA,NA,NA,NA,NA
"146","180921_4","3","distribution_kids_simple",1,"Pig","training","6","c(6, 0, 0)","fruits","clothes","mammals","pineapple","dog","jacket","pineapple","pineapple","item_l","fruits",1,NA,NA,NA,NA,NA
"147","180921_4","3","distribution_kids_simple",1,"Pig","test","choice","c(6, 0, 0)","fruits","clothes","mammals","shirt","bear","melon",NA,"melon","item_r","fruits",NA,1,0,0,"fruits",1
"148","180921_4","3","distribution_kids_simple",2,"Beaver","training","1","c(6, 0, 0)","clothes","mammals","vehicles","elephant","shirt","motorbike","shirt","shirt","item_m","clothes",1,NA,NA,NA,NA,NA
"149","180921_4","3","distribution_kids_simple",2,"Beaver","training","2","c(6, 0, 0)","clothes","mammals","vehicles","skirt","cat","train","skirt","skirt","item_l","clothes",1,NA,NA,NA,NA,NA
"150","180921_4","3","distribution_kids_simple",2,"Beaver","training","3","c(6, 0, 0)","clothes","mammals","vehicles","sock","truck","cow","sock","sock","item_l","clothes",1,NA,NA,NA,NA,NA
"151","180921_4","3","distribution_kids_simple",2,"Beaver","training","4","c(6, 0, 0)","clothes","mammals","vehicles","monkey","airplane","dress","dress","dress","item_r","clothes",1,NA,NA,NA,NA,NA
"152","180921_4","3","distribution_kids_simple",2,"Beaver","training","5","c(6, 0, 0)","clothes","mammals","vehicles","boat","horse","jacket","jacket","jacket","item_r","clothes",1,NA,NA,NA,NA,NA
"153","180921_4","3","distribution_kids_simple",2,"Beaver","training","6","c(6, 0, 0)","clothes","mammals","vehicles","shoe","bear","bus","shoe","shoe","item_l","clothes",1,NA,NA,NA,NA,NA
"154","180921_4","3","distribution_kids_simple",2,"Beaver","test","choice","c(6, 0, 0)","clothes","mammals","vehicles","hat","dog","car",NA,"dog","item_m","mammals",NA,0,1,0,"clothes",0
"155","180921_4","3","distribution_kids_simple",3,"Bunny","training","1","c(6, 0, 0)","mammals","vehicles","fruits","motorbike","melon","monkey","monkey","monkey","item_r","mammals",1,NA,NA,NA,NA,NA
"156","180921_4","3","distribution_kids_simple",3,"Bunny","training","2","c(6, 0, 0)","mammals","vehicles","fruits","banana","boat","elephant","elephant","elephant","item_r","mammals",1,NA,NA,NA,NA,NA
"157","180921_4","3","distribution_kids_simple",3,"Bunny","training","3","c(6, 0, 0)","mammals","vehicles","fruits","cow","car","apple","cow","cow","item_l","mammals",1,NA,NA,NA,NA,NA
"158","180921_4","3","distribution_kids_simple",3,"Bunny","training","4","c(6, 0, 0)","mammals","vehicles","fruits","bear","bus","pineapple","bear","bear","item_l","mammals",1,NA,NA,NA,NA,NA
"159","180921_4","3","distribution_kids_simple",3,"Bunny","training","5","c(6, 0, 0)","mammals","vehicles","fruits","strawberry","train","cat","cat","cat","item_r","mammals",1,NA,NA,NA,NA,NA
"160","180921_4","3","distribution_kids_simple",3,"Bunny","training","6","c(6, 0, 0)","mammals","vehicles","fruits","dog","truck","cherry","dog","dog","item_l","mammals",1,NA,NA,NA,NA,NA
"161","180921_4","3","distribution_kids_simple",3,"Bunny","test","choice","c(6, 0, 0)","mammals","vehicles","fruits","horse","orange","airplane",NA,"orange","item_m","fruits",NA,0,0,1,"mammals",0
"162","180921_4","3","distribution_kids_simple",4,"Frog","training","1","c(6, 0, 0)","vehicles","fruits","clothes","boat","cherry","hat","boat","boat","item_l","vehicles",1,NA,NA,NA,NA,NA
"163","180921_4","3","distribution_kids_simple",4,"Frog","training","2","c(6, 0, 0)","vehicles","fruits","clothes","jacket","banana","car","car","car","item_r","vehicles",1,NA,NA,NA,NA,NA
"164","180921_4","3","distribution_kids_simple",4,"Frog","training","3","c(6, 0, 0)","vehicles","fruits","clothes","truck","dress","melon","truck","truck","item_l","vehicles",1,NA,NA,NA,NA,NA
"165","180921_4","3","distribution_kids_simple",4,"Frog","training","4","c(6, 0, 0)","vehicles","fruits","clothes","shirt","pineapple","airplane","airplane","airplane","item_r","vehicles",1,NA,NA,NA,NA,NA
"166","180921_4","3","distribution_kids_simple",4,"Frog","training","5","c(6, 0, 0)","vehicles","fruits","clothes","motorbike","skirt","strawberry","motorbike","motorbike","item_l","vehicles",1,NA,NA,NA,NA,NA
"167","180921_4","3","distribution_kids_simple",4,"Frog","training","6","c(6, 0, 0)","vehicles","fruits","clothes","shoe","orange","train","train","train","item_r","vehicles",1,NA,NA,NA,NA,NA
"168","180921_4","3","distribution_kids_simple",4,"Frog","test","choice","c(6, 0, 0)","vehicles","fruits","clothes","sock","bus","apple",NA,"bus","item_m","vehicles",NA,1,0,0,"vehicles",1
"169","180921_5","3","distribution_kids_simple",1,"Beaver","training","1","c(6, 0, 0)","clothes","mammals","vehicles","dog","sock","train","sock","sock","item_m","clothes",1,NA,NA,NA,NA,NA
"170","180921_5","3","distribution_kids_simple",1,"Beaver","training","2","c(6, 0, 0)","clothes","mammals","vehicles","boat","cat","shirt","shirt","shirt","item_r","clothes",1,NA,NA,NA,NA,NA
"171","180921_5","3","distribution_kids_simple",1,"Beaver","training","3","c(6, 0, 0)","clothes","mammals","vehicles","motorbike","skirt","monkey","skirt","skirt","item_m","clothes",1,NA,NA,NA,NA,NA
"172","180921_5","3","distribution_kids_simple",1,"Beaver","training","4","c(6, 0, 0)","clothes","mammals","vehicles","horse","dress","truck","dress","dress","item_m","clothes",1,NA,NA,NA,NA,NA
"173","180921_5","3","distribution_kids_simple",1,"Beaver","training","5","c(6, 0, 0)","clothes","mammals","vehicles","car","cow","jacket","jacket","jacket","item_r","clothes",1,NA,NA,NA,NA,NA
"174","180921_5","3","distribution_kids_simple",1,"Beaver","training","6","c(6, 0, 0)","clothes","mammals","vehicles","shoe","airplane","elephant","shoe","shoe","item_l","clothes",1,NA,NA,NA,NA,NA
"175","180921_5","3","distribution_kids_simple",1,"Beaver","test","choice","c(6, 0, 0)","clothes","mammals","vehicles","bus","bear","hat",NA,"bus","item_l","vehicles",NA,0,0,1,"clothes",0
"176","180921_5","3","distribution_kids_simple",2,"Tiger","training","1","c(6, 0, 0)","mammals","vehicles","fruits","truck","elephant","pineapple","elephant","elephant","item_m","mammals",1,NA,NA,NA,NA,NA
"177","180921_5","3","distribution_kids_simple",2,"Tiger","training","2","c(6, 0, 0)","mammals","vehicles","fruits","dog","orange","car","dog","dog","item_l","mammals",1,NA,NA,NA,NA,NA
"178","180921_5","3","distribution_kids_simple",2,"Tiger","training","3","c(6, 0, 0)","mammals","vehicles","fruits","banana","monkey","train","monkey","monkey","item_m","mammals",1,NA,NA,NA,NA,NA
"179","180921_5","3","distribution_kids_simple",2,"Tiger","training","4","c(6, 0, 0)","mammals","vehicles","fruits","apple","boat","cow","cow","cow","item_r","mammals",1,NA,NA,NA,NA,NA
"180","180921_5","3","distribution_kids_simple",2,"Tiger","training","5","c(6, 0, 0)","mammals","vehicles","fruits","bear","bus","strawberry","bear","bear","item_l","mammals",1,NA,NA,NA,NA,NA
"181","180921_5","3","distribution_kids_simple",2,"Tiger","training","6","c(6, 0, 0)","mammals","vehicles","fruits","airplane","cherry","cat","cat","cat","item_r","mammals",1,NA,NA,NA,NA,NA
"182","180921_5","3","distribution_kids_simple",2,"Tiger","test","choice","c(6, 0, 0)","mammals","vehicles","fruits","melon","motorbike","horse",NA,"horse","item_r","mammals",NA,1,0,0,"mammals",1
"183","180921_5","3","distribution_kids_simple",3,"Mouse","training","1","c(6, 0, 0)","vehicles","fruits","clothes","melon","shoe","motorbike","motorbike","motorbike","item_r","vehicles",1,NA,NA,NA,NA,NA
"184","180921_5","3","distribution_kids_simple",3,"Mouse","training","2","c(6, 0, 0)","vehicles","fruits","clothes","hat","apple","truck","truck","truck","item_r","vehicles",1,NA,NA,NA,NA,NA
"185","180921_5","3","distribution_kids_simple",3,"Mouse","training","3","c(6, 0, 0)","vehicles","fruits","clothes","jacket","banana","airplane","airplane","airplane","item_r","vehicles",1,NA,NA,NA,NA,NA
"186","180921_5","3","distribution_kids_simple",3,"Mouse","training","4","c(6, 0, 0)","vehicles","fruits","clothes","train","shirt","pineapple","train","train","item_l","vehicles",1,NA,NA,NA,NA,NA
"187","180921_5","3","distribution_kids_simple",3,"Mouse","training","5","c(6, 0, 0)","vehicles","fruits","clothes","orange","skirt","bus","bus","bus","item_r","vehicles",1,NA,NA,NA,NA,NA
"188","180921_5","3","distribution_kids_simple",3,"Mouse","training","6","c(6, 0, 0)","vehicles","fruits","clothes","cherry","dress","boat","boat","boat","item_r","vehicles",1,NA,NA,NA,NA,NA
"189","180921_5","3","distribution_kids_simple",3,"Mouse","test","choice","c(6, 0, 0)","vehicles","fruits","clothes","sock","car","strawberry",NA,"sock","item_l","clothes",NA,0,0,1,"vehicles",0
"190","180921_5","3","distribution_kids_simple",4,"Frog","training","1","c(6, 0, 0)","fruits","clothes","mammals","skirt","cherry","cat","cherry","cherry","item_m","fruits",1,NA,NA,NA,NA,NA
"191","180921_5","3","distribution_kids_simple",4,"Frog","training","2","c(6, 0, 0)","fruits","clothes","mammals","apple","horse","shirt","apple","apple","item_l","fruits",1,NA,NA,NA,NA,NA
"192","180921_5","3","distribution_kids_simple",4,"Frog","training","3","c(6, 0, 0)","fruits","clothes","mammals","orange","bear","shoe","orange","orange","item_l","fruits",1,NA,NA,NA,NA,NA
"193","180921_5","3","distribution_kids_simple",4,"Frog","training","4","c(6, 0, 0)","fruits","clothes","mammals","melon","monkey","hat","melon","melon","item_l","fruits",1,NA,NA,NA,NA,NA
"194","180921_5","3","distribution_kids_simple",4,"Frog","training","5","c(6, 0, 0)","fruits","clothes","mammals","dog","sock","strawberry","strawberry","strawberry","item_r","fruits",1,NA,NA,NA,NA,NA
"195","180921_5","3","distribution_kids_simple",4,"Frog","training","6","c(6, 0, 0)","fruits","clothes","mammals","jacket","banana","elephant","banana","banana","item_m","fruits",1,NA,NA,NA,NA,NA
"196","180921_5","3","distribution_kids_simple",4,"Frog","test","choice","c(6, 0, 0)","fruits","clothes","mammals","cow","dress","pineapple",NA,"dress","item_m","clothes",NA,0,1,0,"fruits",0
"197","180921_6","4","distribution_kids_simple",1,"Tiger","training","1","c(6, 0, 0)","clothes","fruits","mammals","cat","melon","jacket","jacket","jacket","item_r","clothes",1,NA,NA,NA,NA,NA
"198","180921_6","4","distribution_kids_simple",1,"Tiger","training","2","c(6, 0, 0)","clothes","fruits","mammals","cherry","bear","shirt","shirt","shirt","item_r","clothes",1,NA,NA,NA,NA,NA
"199","180921_6","4","distribution_kids_simple",1,"Tiger","training","3","c(6, 0, 0)","clothes","fruits","mammals","hat","banana","monkey","hat","hat","item_l","clothes",1,NA,NA,NA,NA,NA
"200","180921_6","4","distribution_kids_simple",1,"Tiger","training","4","c(6, 0, 0)","clothes","fruits","mammals","cow","shoe","pineapple","shoe","shoe","item_m","clothes",1,NA,NA,NA,NA,NA
"201","180921_6","4","distribution_kids_simple",1,"Tiger","training","5","c(6, 0, 0)","clothes","fruits","mammals","horse","sock","orange","sock","sock","item_m","clothes",1,NA,NA,NA,NA,NA
"202","180921_6","4","distribution_kids_simple",1,"Tiger","training","6","c(6, 0, 0)","clothes","fruits","mammals","apple","dog","dress","dress","dress","item_r","clothes",1,NA,NA,NA,NA,NA
"203","180921_6","4","distribution_kids_simple",1,"Tiger","test","choice","c(6, 0, 0)","clothes","fruits","mammals","elephant","strawberry","skirt",NA,"skirt","item_r","clothes",NA,1,0,0,"clothes",1
"204","180921_6","4","distribution_kids_simple",2,"Mouse","training","1","c(6, 0, 0)","fruits","mammals","vehicles","cherry","cow","truck","cherry","cherry","item_l","fruits",1,NA,NA,NA,NA,NA
"205","180921_6","4","distribution_kids_simple",2,"Mouse","training","2","c(6, 0, 0)","fruits","mammals","vehicles","car","horse","apple","apple","apple","item_r","fruits",1,NA,NA,NA,NA,NA
"206","180921_6","4","distribution_kids_simple",2,"Mouse","training","3","c(6, 0, 0)","fruits","mammals","vehicles","motorbike","strawberry","dog","strawberry","strawberry","item_m","fruits",1,NA,NA,NA,NA,NA
"207","180921_6","4","distribution_kids_simple",2,"Mouse","training","4","c(6, 0, 0)","fruits","mammals","vehicles","banana","cat","train","banana","banana","item_l","fruits",1,NA,NA,NA,NA,NA
"208","180921_6","4","distribution_kids_simple",2,"Mouse","training","5","c(6, 0, 0)","fruits","mammals","vehicles","pineapple","monkey","airplane","pineapple","pineapple","item_l","fruits",1,NA,NA,NA,NA,NA
"209","180921_6","4","distribution_kids_simple",2,"Mouse","training","6","c(6, 0, 0)","fruits","mammals","vehicles","orange","boat","elephant","orange","orange","item_l","fruits",1,NA,NA,NA,NA,NA
"210","180921_6","4","distribution_kids_simple",2,"Mouse","test","choice","c(6, 0, 0)","fruits","mammals","vehicles","melon","bear","bus",NA,"melon","item_l","fruits",NA,1,0,0,"fruits",1
"211","180921_6","4","distribution_kids_simple",3,"Sheep","training","1","c(6, 0, 0)","mammals","vehicles","clothes","bear","bus","dress","bear","bear","item_l","mammals",1,NA,NA,NA,NA,NA
"212","180921_6","4","distribution_kids_simple",3,"Sheep","training","2","c(6, 0, 0)","mammals","vehicles","clothes","skirt","cow","airplane","cow","cow","item_m","mammals",1,NA,NA,NA,NA,NA
"213","180921_6","4","distribution_kids_simple",3,"Sheep","training","3","c(6, 0, 0)","mammals","vehicles","clothes","truck","horse","sock","horse","horse","item_m","mammals",1,NA,NA,NA,NA,NA
"214","180921_6","4","distribution_kids_simple",3,"Sheep","training","4","c(6, 0, 0)","mammals","vehicles","clothes","train","cat","shirt","cat","cat","item_m","mammals",1,NA,NA,NA,NA,NA
"215","180921_6","4","distribution_kids_simple",3,"Sheep","training","5","c(6, 0, 0)","mammals","vehicles","clothes","boat","shoe","monkey","monkey","monkey","item_r","mammals",1,NA,NA,NA,NA,NA
"216","180921_6","4","distribution_kids_simple",3,"Sheep","training","6","c(6, 0, 0)","mammals","vehicles","clothes","dog","motorbike","jacket","dog","dog","item_l","mammals",1,NA,NA,NA,NA,NA
"217","180921_6","4","distribution_kids_simple",3,"Sheep","test","choice","c(6, 0, 0)","mammals","vehicles","clothes","elephant","car","hat",NA,"hat","item_r","clothes",NA,0,0,1,"mammals",0
"218","180921_6","4","distribution_kids_simple",4,"Frog","training","1","c(6, 0, 0)","vehicles","clothes","fruits","train","dress","apple","train","train","item_l","vehicles",1,NA,NA,NA,NA,NA
"219","180921_6","4","distribution_kids_simple",4,"Frog","training","2","c(6, 0, 0)","vehicles","clothes","fruits","pineapple","car","skirt","car","car","item_m","vehicles",1,NA,NA,NA,NA,NA
"220","180921_6","4","distribution_kids_simple",4,"Frog","training","3","c(6, 0, 0)","vehicles","clothes","fruits","airplane","shoe","orange","airplane","airplane","item_l","vehicles",1,NA,NA,NA,NA,NA
"221","180921_6","4","distribution_kids_simple",4,"Frog","training","4","c(6, 0, 0)","vehicles","clothes","fruits","motorbike","jacket","melon","motorbike","motorbike","item_l","vehicles",1,NA,NA,NA,NA,NA
"222","180921_6","4","distribution_kids_simple",4,"Frog","training","5","c(6, 0, 0)","vehicles","clothes","fruits","shirt","cherry","truck","truck","truck","item_r","vehicles",1,NA,NA,NA,NA,NA
"223","180921_6","4","distribution_kids_simple",4,"Frog","training","6","c(6, 0, 0)","vehicles","clothes","fruits","sock","strawberry","bus","bus","bus","item_r","vehicles",1,NA,NA,NA,NA,NA
"224","180921_6","4","distribution_kids_simple",4,"Frog","test","choice","c(6, 0, 0)","vehicles","clothes","fruits","banana","hat","boat",NA,"banana","item_l","fruits",NA,0,0,1,"vehicles",0
"225","180831_2","4","distribution_kids_simple",1,"Frog","training","1","c(6, 0, 0)","mammals","fruits","furniture","pineapple","lamp","cat","cat","cat","item_r","mammals",1,NA,NA,NA,NA,NA
"226","180831_2","4","distribution_kids_simple",1,"Frog","training","2","c(6, 0, 0)","mammals","fruits","furniture","drawer","monkey","melon","monkey","monkey","item_m","mammals",1,NA,NA,NA,NA,NA
"227","180831_2","4","distribution_kids_simple",1,"Frog","training","3","c(6, 0, 0)","mammals","fruits","furniture","bed","dog","orange","dog","dog","item_m","mammals",1,NA,NA,NA,NA,NA
"228","180831_2","4","distribution_kids_simple",1,"Frog","training","4","c(6, 0, 0)","mammals","fruits","furniture","cow","strawberry","closet","cow","cow","item_l","mammals",1,NA,NA,NA,NA,NA
"229","180831_2","4","distribution_kids_simple",1,"Frog","training","5","c(6, 0, 0)","mammals","fruits","furniture","horse","cherry","sofa","horse","horse","item_l","mammals",1,NA,NA,NA,NA,NA
"230","180831_2","4","distribution_kids_simple",1,"Frog","training","6","c(6, 0, 0)","mammals","fruits","furniture","apple","elephant","stool","elephant","elephant","item_m","mammals",1,NA,NA,NA,NA,NA
"231","180831_2","4","distribution_kids_simple",1,"Frog","test","choice","c(6, 0, 0)","mammals","fruits","furniture","table","bear","banana",NA,"bear","item_m","mammals",NA,1,0,0,"mammals",1
"232","180831_2","4","distribution_kids_simple",2,"Bunny","training","1","c(6, 0, 0)","fruits","furniture","instruments","guitar","drawer","orange","orange","orange","item_r","fruits",1,NA,NA,NA,NA,NA
"233","180831_2","4","distribution_kids_simple",2,"Bunny","training","2","c(6, 0, 0)","fruits","furniture","instruments","stool","strawberry","xylophone","strawberry","strawberry","item_m","fruits",1,NA,NA,NA,NA,NA
"234","180831_2","4","distribution_kids_simple",2,"Bunny","training","3","c(6, 0, 0)","fruits","furniture","instruments","lamp","melon","piano","melon","melon","item_m","fruits",1,NA,NA,NA,NA,NA
"235","180831_2","4","distribution_kids_simple",2,"Bunny","training","4","c(6, 0, 0)","fruits","furniture","instruments","bed","apple","violin","apple","apple","item_m","fruits",1,NA,NA,NA,NA,NA
"236","180831_2","4","distribution_kids_simple",2,"Bunny","training","5","c(6, 0, 0)","fruits","furniture","instruments","chair","drum","cherry","cherry","cherry","item_r","fruits",1,NA,NA,NA,NA,NA
"237","180831_2","4","distribution_kids_simple",2,"Bunny","training","6","c(6, 0, 0)","fruits","furniture","instruments","flute","pineapple","table","pineapple","pineapple","item_m","fruits",1,NA,NA,NA,NA,NA
"238","180831_2","4","distribution_kids_simple",2,"Bunny","test","choice","c(6, 0, 0)","fruits","furniture","instruments","trumpet","closet","banana",NA,"banana","item_r","fruits",NA,1,0,0,"fruits",1
"239","180831_03","2","distribution_kids_simple",1,"Sheep","training","1","c(6, 0, 0)","vehicles","mammals","fruits","motorbike","pineapple","bear","motorbike","motorbike","item_l","vehicles",1,NA,NA,NA,NA,NA
"240","180831_03","2","distribution_kids_simple",1,"Sheep","training","2","c(6, 0, 0)","vehicles","mammals","fruits","monkey","bus","strawberry","bus","bus","item_m","vehicles",1,NA,NA,NA,NA,NA
"241","180831_03","2","distribution_kids_simple",1,"Sheep","training","3","c(6, 0, 0)","vehicles","mammals","fruits","train","horse","cherry","train","train","item_l","vehicles",1,NA,NA,NA,NA,NA
"242","180831_03","2","distribution_kids_simple",1,"Sheep","training","4","c(6, 0, 0)","vehicles","mammals","fruits","elephant","truck","banana","truck","truck","item_m","vehicles",1,NA,NA,NA,NA,NA
"243","180831_03","2","distribution_kids_simple",1,"Sheep","training","5","c(6, 0, 0)","vehicles","mammals","fruits","cow","melon","airplane","airplane","airplane","item_r","vehicles",1,NA,NA,NA,NA,NA
"244","180831_03","2","distribution_kids_simple",1,"Sheep","training","6","c(6, 0, 0)","vehicles","mammals","fruits","dog","car","apple","car","car","item_m","vehicles",1,NA,NA,NA,NA,NA
"245","180831_03","2","distribution_kids_simple",1,"Sheep","test","choice","c(6, 0, 0)","vehicles","mammals","fruits","cat","boat","orange",NA,"boat","item_m","vehicles",NA,1,0,0,"vehicles",1
"246","180831_03","2","distribution_kids_simple",2,"Tiger","training","1","c(6, 0, 0)","mammals","fruits","instruments","violin","strawberry","elephant","elephant","elephant","item_r","mammals",1,NA,NA,NA,NA,NA
"247","180831_03","2","distribution_kids_simple",2,"Tiger","training","2","c(6, 0, 0)","mammals","fruits","instruments","cat","pineapple","piano","cat","cat","item_l","mammals",1,NA,NA,NA,NA,NA
"248","180831_03","2","distribution_kids_simple",2,"Tiger","training","3","c(6, 0, 0)","mammals","fruits","instruments","guitar","cherry","dog","dog","dog","item_r","mammals",1,NA,NA,NA,NA,NA
"249","180831_03","2","distribution_kids_simple",2,"Tiger","training","4","c(6, 0, 0)","mammals","fruits","instruments","xylophone","melon","bear","bear","bear","item_r","mammals",1,NA,NA,NA,NA,NA
"250","180831_03","2","distribution_kids_simple",2,"Tiger","training","5","c(6, 0, 0)","mammals","fruits","instruments","horse","orange","drum","horse","horse","item_l","mammals",1,NA,NA,NA,NA,NA
"251","180831_03","2","distribution_kids_simple",2,"Tiger","training","6","c(6, 0, 0)","mammals","fruits","instruments","trumpet","apple","monkey","monkey","monkey","item_r","mammals",1,NA,NA,NA,NA,NA
"252","180831_03","2","distribution_kids_simple",2,"Tiger","test","choice","c(6, 0, 0)","mammals","fruits","instruments","cow","flute","banana",NA,"cow","item_l","mammals",NA,1,0,0,"mammals",1
"253","180831_03","2","distribution_kids_simple",3,"Mouse","training","1","c(6, 0, 0)","fruits","instruments","furniture","trumpet","cherry","chair","cherry","chair","item_r","furniture",0,NA,NA,NA,NA,NA
"254","180831_03","2","distribution_kids_simple",3,"Mouse","training","2","c(6, 0, 0)","fruits","instruments","furniture","guitar","drawer","banana","banana","banana","item_r","fruits",1,NA,NA,NA,NA,NA
"255","180831_03","2","distribution_kids_simple",3,"Mouse","training","3","c(6, 0, 0)","fruits","instruments","furniture","melon","stool","piano","melon","melon","item_l","fruits",1,NA,NA,NA,NA,NA
"256","180831_03","2","distribution_kids_simple",3,"Mouse","training","4","c(6, 0, 0)","fruits","instruments","furniture","sofa","xylophone","strawberry","strawberry","strawberry","item_r","fruits",1,NA,NA,NA,NA,NA
"257","180831_03","2","distribution_kids_simple",3,"Mouse","training","5","c(6, 0, 0)","fruits","instruments","furniture","flute","bed","pineapple","pineapple","pineapple","item_r","fruits",1,NA,NA,NA,NA,NA
"258","180831_03","2","distribution_kids_simple",3,"Mouse","training","6","c(6, 0, 0)","fruits","instruments","furniture","violin","apple","closet","apple","apple","item_m","fruits",1,NA,NA,NA,NA,NA
"259","180831_03","2","distribution_kids_simple",3,"Mouse","test","choice","c(6, 0, 0)","fruits","instruments","furniture","lamp","orange","drum",NA,"lamp","item_l","furniture",NA,0,0,1,"fruits",0
"260","180831_4","3","distribution_kids_simple",1,"Frog","training","1","c(6, 0, 0)","mammals","fruits","clothes","apple","skirt","dog","dog","dog","item_r","mammals",1,NA,NA,NA,NA,NA
"261","180831_4","3","distribution_kids_simple",1,"Frog","training","2","c(6, 0, 0)","mammals","fruits","clothes","monkey","melon","shirt","monkey","monkey","item_l","mammals",1,NA,NA,NA,NA,NA
"262","180831_4","3","distribution_kids_simple",1,"Frog","training","3","c(6, 0, 0)","mammals","fruits","clothes","dress","strawberry","cow","cow","cow","item_r","mammals",1,NA,NA,NA,NA,NA
"263","180831_4","3","distribution_kids_simple",1,"Frog","training","4","c(6, 0, 0)","mammals","fruits","clothes","jacket","horse","pineapple","horse","horse","item_m","mammals",1,NA,NA,NA,NA,NA
"264","180831_4","3","distribution_kids_simple",1,"Frog","training","5","c(6, 0, 0)","mammals","fruits","clothes","shoe","cherry","cat","cat","cat","item_r","mammals",1,NA,NA,NA,NA,NA
"265","180831_4","3","distribution_kids_simple",1,"Frog","training","6","c(6, 0, 0)","mammals","fruits","clothes","bear","sock","orange","bear","bear","item_l","mammals",1,NA,NA,NA,NA,NA
"266","180831_4","3","distribution_kids_simple",1,"Frog","test","choice","c(6, 0, 0)","mammals","fruits","clothes","banana","hat","elephant",NA,"elephant","item_r","mammals",NA,1,0,0,"mammals",1
"267","180831_4","3","distribution_kids_simple",2,"Sheep","training","1","c(6, 0, 0)","fruits","clothes","vehicles","car","apple","dress","apple","apple","item_m","fruits",1,NA,NA,NA,NA,NA
"268","180831_4","3","distribution_kids_simple",2,"Sheep","training","2","c(6, 0, 0)","fruits","clothes","vehicles","melon","sock","train","melon","melon","item_l","fruits",1,NA,NA,NA,NA,NA
"269","180831_4","3","distribution_kids_simple",2,"Sheep","training","3","c(6, 0, 0)","fruits","clothes","vehicles","skirt","orange","bus","orange","orange","item_m","fruits",1,NA,NA,NA,NA,NA
"270","180831_4","3","distribution_kids_simple",2,"Sheep","training","4","c(6, 0, 0)","fruits","clothes","vehicles","truck","strawberry","shoe","strawberry","strawberry","item_m","fruits",1,NA,NA,NA,NA,NA
"271","180831_4","3","distribution_kids_simple",2,"Sheep","training","5","c(6, 0, 0)","fruits","clothes","vehicles","hat","banana","motorbike","banana","banana","item_m","fruits",1,NA,NA,NA,NA,NA
"272","180831_4","3","distribution_kids_simple",2,"Sheep","training","6","c(6, 0, 0)","fruits","clothes","vehicles","shirt","airplane","cherry","cherry","cherry","item_r","fruits",1,NA,NA,NA,NA,NA
"273","180831_4","3","distribution_kids_simple",2,"Sheep","test","choice","c(6, 0, 0)","fruits","clothes","vehicles","boat","pineapple","jacket",NA,"boat","item_l","vehicles",NA,0,0,1,"fruits",0
"274","180831_4","3","distribution_kids_simple",3,"Tiger","training","1","c(6, 0, 0)","clothes","vehicles","furniture","drawer","boat","hat","hat","hat","item_r","clothes",1,NA,NA,NA,NA,NA
"275","180831_4","3","distribution_kids_simple",3,"Tiger","training","2","c(6, 0, 0)","clothes","vehicles","furniture","stool","shirt","train","shirt","train","item_r","vehicles",0,NA,NA,NA,NA,NA
"276","180831_4","3","distribution_kids_simple",3,"Tiger","training","3","c(6, 0, 0)","clothes","vehicles","furniture","car","sofa","skirt","skirt","skirt","item_r","clothes",1,NA,NA,NA,NA,NA
"277","180831_4","3","distribution_kids_simple",3,"Tiger","training","4","c(6, 0, 0)","clothes","vehicles","furniture","sock","bed","bus","sock","sock","item_l","clothes",1,NA,NA,NA,NA,NA
"278","180831_4","3","distribution_kids_simple",3,"Tiger","training","5","c(6, 0, 0)","clothes","vehicles","furniture","table","dress","motorbike","dress","dress","item_m","clothes",1,NA,NA,NA,NA,NA
"279","180831_4","3","distribution_kids_simple",3,"Tiger","training","6","c(6, 0, 0)","clothes","vehicles","furniture","airplane","shoe","chair","shoe","shoe","item_m","clothes",1,NA,NA,NA,NA,NA
"280","180831_4","3","distribution_kids_simple",3,"Tiger","test","choice","c(6, 0, 0)","clothes","vehicles","furniture","truck","lamp","jacket",NA,"lamp","item_m","furniture",NA,0,0,1,"clothes",0
