"","subid","subage","experiment","trial","agent","phase","slide","distribution","target1","target2","target3","item_l","item_m","item_r","correctItem","pick","pickPos","pickCat","correct_item","correct_target1","correct_target2","correct_target3","lastInputCat","same_lastInput","sex","age_num"
"1","190109_1_d600","3","distribution_kids_simple",1,"Beaver","training","1","c(6, 0, 0)","clothes","vehicles","mammals","skirt","horse","car","skirt","skirt","item_l","clothes",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"2","190109_1_d600","3","distribution_kids_simple",1,"Beaver","training","2","c(6, 0, 0)","clothes","vehicles","mammals","truck","elephant","shoe","shoe","shoe","item_r","clothes",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"3","190109_1_d600","3","distribution_kids_simple",1,"Beaver","training","3","c(6, 0, 0)","clothes","vehicles","mammals","cat","boat","hat","hat","hat","item_r","clothes",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"4","190109_1_d600","3","distribution_kids_simple",1,"Beaver","training","4","c(6, 0, 0)","clothes","vehicles","mammals","dress","bear","train","dress","dress","item_l","clothes",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"5","190109_1_d600","3","distribution_kids_simple",1,"Beaver","training","5","c(6, 0, 0)","clothes","vehicles","mammals","airplane","monkey","sock","sock","sock","item_r","clothes",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"6","190109_1_d600","3","distribution_kids_simple",1,"Beaver","training","6","c(6, 0, 0)","clothes","vehicles","mammals","jacket","cow","bus","jacket","jacket","item_l","clothes",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"7","190109_1_d600","3","distribution_kids_simple",1,"Beaver","test","choice","c(6, 0, 0)","clothes","vehicles","mammals","motorbike","dog","shirt",NA,"motorbike","item_l","vehicles",NA,0,1,0,"clothes",0,"M",3.21735159817352
"8","190109_1_d600","3","distribution_kids_simple",2,"Bunny","training","1","c(6, 0, 0)","vehicles","mammals","fruits","melon","cat","boat","boat","boat","item_r","vehicles",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"9","190109_1_d600","3","distribution_kids_simple",2,"Bunny","training","2","c(6, 0, 0)","vehicles","mammals","fruits","horse","banana","airplane","airplane","airplane","item_r","vehicles",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"10","190109_1_d600","3","distribution_kids_simple",2,"Bunny","training","3","c(6, 0, 0)","vehicles","mammals","fruits","elephant","pineapple","car","car","car","item_r","vehicles",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"11","190109_1_d600","3","distribution_kids_simple",2,"Bunny","training","4","c(6, 0, 0)","vehicles","mammals","fruits","train","bear","cherry","train","train","item_l","vehicles",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"12","190109_1_d600","3","distribution_kids_simple",2,"Bunny","training","5","c(6, 0, 0)","vehicles","mammals","fruits","monkey","bus","apple","bus","bus","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"13","190109_1_d600","3","distribution_kids_simple",2,"Bunny","training","6","c(6, 0, 0)","vehicles","mammals","fruits","strawberry","truck","cow","truck","truck","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"14","190109_1_d600","3","distribution_kids_simple",2,"Bunny","test","choice","c(6, 0, 0)","vehicles","mammals","fruits","motorbike","orange","dog",NA,"motorbike","item_l","vehicles",NA,1,0,0,"vehicles",1,"M",3.21735159817352
"15","190109_1_d600","3","distribution_kids_simple",3,"Tiger","training","1","c(6, 0, 0)","mammals","fruits","clothes","melon","skirt","elephant","elephant","elephant","item_r","mammals",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"16","190109_1_d600","3","distribution_kids_simple",3,"Tiger","training","2","c(6, 0, 0)","mammals","fruits","clothes","cherry","cat","shirt","cat","cat","item_m","mammals",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"17","190109_1_d600","3","distribution_kids_simple",3,"Tiger","training","3","c(6, 0, 0)","mammals","fruits","clothes","hat","apple","horse","horse","horse","item_r","mammals",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"18","190109_1_d600","3","distribution_kids_simple",3,"Tiger","training","4","c(6, 0, 0)","mammals","fruits","clothes","banana","bear","jacket","bear","bear","item_m","mammals",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"19","190109_1_d600","3","distribution_kids_simple",3,"Tiger","training","5","c(6, 0, 0)","mammals","fruits","clothes","sock","pineapple","dog","dog","dog","item_r","mammals",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"20","190109_1_d600","3","distribution_kids_simple",3,"Tiger","training","6","c(6, 0, 0)","mammals","fruits","clothes","dress","orange","monkey","monkey","monkey","item_r","mammals",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"21","190109_1_d600","3","distribution_kids_simple",3,"Tiger","test","choice","c(6, 0, 0)","mammals","fruits","clothes","strawberry","shoe","cow",NA,"strawberry","item_l","fruits",NA,0,1,0,"mammals",0,"M",3.21735159817352
"22","190109_1_d600","3","distribution_kids_simple",4,"Mouse","training","1","c(6, 0, 0)","fruits","clothes","vehicles","car","sock","strawberry","strawberry","strawberry","item_r","fruits",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"23","190109_1_d600","3","distribution_kids_simple",4,"Mouse","training","2","c(6, 0, 0)","fruits","clothes","vehicles","bus","orange","shoe","orange","orange","item_m","fruits",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"24","190109_1_d600","3","distribution_kids_simple",4,"Mouse","training","3","c(6, 0, 0)","fruits","clothes","vehicles","skirt","apple","airplane","apple","apple","item_m","fruits",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"25","190109_1_d600","3","distribution_kids_simple",4,"Mouse","training","4","c(6, 0, 0)","fruits","clothes","vehicles","truck","shirt","cherry","cherry","cherry","item_r","fruits",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"26","190109_1_d600","3","distribution_kids_simple",4,"Mouse","training","5","c(6, 0, 0)","fruits","clothes","vehicles","motorbike","melon","dress","melon","melon","item_m","fruits",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"27","190109_1_d600","3","distribution_kids_simple",4,"Mouse","training","6","c(6, 0, 0)","fruits","clothes","vehicles","boat","banana","hat","banana","banana","item_m","fruits",1,NA,NA,NA,NA,NA,"M",3.21735159817352
"28","190109_1_d600","3","distribution_kids_simple",4,"Mouse","test","choice","c(6, 0, 0)","fruits","clothes","vehicles","pineapple","jacket","train",NA,"pineapple","item_l","fruits",NA,1,0,0,"fruits",1,"M",3.21735159817352
"29","190109_2_d600","3","distribution_kids_simple",1,"Pig","training","1","c(6, 0, 0)","fruits","mammals","vehicles","apple","elephant","motorbike","apple","apple","item_l","fruits",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"30","190109_2_d600","3","distribution_kids_simple",1,"Pig","training","2","c(6, 0, 0)","fruits","mammals","vehicles","melon","boat","horse","melon","melon","item_l","fruits",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"31","190109_2_d600","3","distribution_kids_simple",1,"Pig","training","3","c(6, 0, 0)","fruits","mammals","vehicles","dog","pineapple","bus","pineapple","pineapple","item_m","fruits",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"32","190109_2_d600","3","distribution_kids_simple",1,"Pig","training","4","c(6, 0, 0)","fruits","mammals","vehicles","cat","banana","train","banana","banana","item_m","fruits",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"33","190109_2_d600","3","distribution_kids_simple",1,"Pig","training","5","c(6, 0, 0)","fruits","mammals","vehicles","car","strawberry","monkey","strawberry","strawberry","item_m","fruits",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"34","190109_2_d600","3","distribution_kids_simple",1,"Pig","training","6","c(6, 0, 0)","fruits","mammals","vehicles","cherry","airplane","cow","cherry","cherry","item_l","fruits",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"35","190109_2_d600","3","distribution_kids_simple",1,"Pig","test","choice","c(6, 0, 0)","fruits","mammals","vehicles","bear","truck","orange",NA,"orange","item_r","fruits",NA,1,0,0,"fruits",1,"F",3.3296803652968
"36","190109_2_d600","3","distribution_kids_simple",2,"Beaver","training","1","c(6, 0, 0)","mammals","vehicles","clothes","motorbike","hat","cat","cat","cat","item_r","mammals",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"37","190109_2_d600","3","distribution_kids_simple",2,"Beaver","training","2","c(6, 0, 0)","mammals","vehicles","clothes","sock","cow","airplane","cow","cow","item_m","mammals",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"38","190109_2_d600","3","distribution_kids_simple",2,"Beaver","training","3","c(6, 0, 0)","mammals","vehicles","clothes","shirt","monkey","train","monkey","monkey","item_m","mammals",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"39","190109_2_d600","3","distribution_kids_simple",2,"Beaver","training","4","c(6, 0, 0)","mammals","vehicles","clothes","skirt","bear","truck","bear","bear","item_m","mammals",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"40","190109_2_d600","3","distribution_kids_simple",2,"Beaver","training","5","c(6, 0, 0)","mammals","vehicles","clothes","horse","bus","jacket","horse","horse","item_l","mammals",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"41","190109_2_d600","3","distribution_kids_simple",2,"Beaver","training","6","c(6, 0, 0)","mammals","vehicles","clothes","elephant","shoe","boat","elephant","elephant","item_l","mammals",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"42","190109_2_d600","3","distribution_kids_simple",2,"Beaver","test","choice","c(6, 0, 0)","mammals","vehicles","clothes","dress","car","dog",NA,"dog","item_r","mammals",NA,1,0,0,"mammals",1,"F",3.3296803652968
"43","190109_2_d600","3","distribution_kids_simple",3,"Mouse","training","1","c(6, 0, 0)","vehicles","clothes","fruits","boat","apple","dress","boat","boat","item_l","vehicles",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"44","190109_2_d600","3","distribution_kids_simple",3,"Mouse","training","2","c(6, 0, 0)","vehicles","clothes","fruits","motorbike","shirt","cherry","motorbike","motorbike","item_l","vehicles",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"45","190109_2_d600","3","distribution_kids_simple",3,"Mouse","training","3","c(6, 0, 0)","vehicles","clothes","fruits","orange","train","skirt","train","train","item_m","vehicles",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"46","190109_2_d600","3","distribution_kids_simple",3,"Mouse","training","4","c(6, 0, 0)","vehicles","clothes","fruits","bus","hat","strawberry","bus","bus","item_l","vehicles",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"47","190109_2_d600","3","distribution_kids_simple",3,"Mouse","training","5","c(6, 0, 0)","vehicles","clothes","fruits","melon","airplane","sock","airplane","airplane","item_m","vehicles",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"48","190109_2_d600","3","distribution_kids_simple",3,"Mouse","training","6","c(6, 0, 0)","vehicles","clothes","fruits","pineapple","jacket","car","car","car","item_r","vehicles",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"49","190109_2_d600","3","distribution_kids_simple",3,"Mouse","test","choice","c(6, 0, 0)","vehicles","clothes","fruits","shoe","banana","truck",NA,"banana","item_m","fruits",NA,0,0,1,"vehicles",0,"F",3.3296803652968
"50","190109_2_d600","3","distribution_kids_simple",4,"Tiger","training","1","c(6, 0, 0)","clothes","fruits","mammals","sock","elephant","melon","sock","sock","item_l","clothes",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"51","190109_2_d600","3","distribution_kids_simple",4,"Tiger","training","2","c(6, 0, 0)","clothes","fruits","mammals","horse","cherry","shirt","shirt","shirt","item_r","clothes",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"52","190109_2_d600","3","distribution_kids_simple",4,"Tiger","training","3","c(6, 0, 0)","clothes","fruits","mammals","hat","dog","strawberry","hat","hat","item_l","clothes",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"53","190109_2_d600","3","distribution_kids_simple",4,"Tiger","training","4","c(6, 0, 0)","clothes","fruits","mammals","jacket","bear","banana","jacket","jacket","item_l","clothes",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"54","190109_2_d600","3","distribution_kids_simple",4,"Tiger","training","5","c(6, 0, 0)","clothes","fruits","mammals","pineapple","skirt","monkey","skirt","skirt","item_m","clothes",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"55","190109_2_d600","3","distribution_kids_simple",4,"Tiger","training","6","c(6, 0, 0)","clothes","fruits","mammals","shoe","orange","cow","shoe","shoe","item_l","clothes",1,NA,NA,NA,NA,NA,"F",3.3296803652968
"56","190109_2_d600","3","distribution_kids_simple",4,"Tiger","test","choice","c(6, 0, 0)","clothes","fruits","mammals","cat","dress","apple",NA,"dress","item_m","clothes",NA,1,0,0,"clothes",1,"F",3.3296803652968
"57","190111_1_d600","3","distribution_kids_simple",1,"Pig","training","1","c(6, 0, 0)","clothes","fruits","mammals","sock","melon","bear","sock","sock","item_l","clothes",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"58","190111_1_d600","3","distribution_kids_simple",1,"Pig","training","2","c(6, 0, 0)","clothes","fruits","mammals","dog","pineapple","jacket","jacket","jacket","item_r","clothes",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"59","190111_1_d600","3","distribution_kids_simple",1,"Pig","training","3","c(6, 0, 0)","clothes","fruits","mammals","cherry","dress","horse","dress","dress","item_m","clothes",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"60","190111_1_d600","3","distribution_kids_simple",1,"Pig","training","4","c(6, 0, 0)","clothes","fruits","mammals","apple","monkey","skirt","skirt","skirt","item_r","clothes",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"61","190111_1_d600","3","distribution_kids_simple",1,"Pig","training","5","c(6, 0, 0)","clothes","fruits","mammals","cow","hat","orange","hat","hat","item_m","clothes",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"62","190111_1_d600","3","distribution_kids_simple",1,"Pig","training","6","c(6, 0, 0)","clothes","fruits","mammals","banana","cat","shoe","shoe","shoe","item_r","clothes",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"63","190111_1_d600","3","distribution_kids_simple",1,"Pig","test","choice","c(6, 0, 0)","clothes","fruits","mammals","elephant","strawberry","shirt",NA,"shirt","item_r","clothes",NA,1,0,0,"clothes",1,"M",3.2337899543379
"64","190111_1_d600","3","distribution_kids_simple",2,"Bunny","training","1","c(6, 0, 0)","fruits","mammals","vehicles","bus","monkey","strawberry","strawberry","strawberry","item_r","fruits",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"65","190111_1_d600","3","distribution_kids_simple",2,"Bunny","training","2","c(6, 0, 0)","fruits","mammals","vehicles","banana","dog","boat","banana","banana","item_l","fruits",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"66","190111_1_d600","3","distribution_kids_simple",2,"Bunny","training","3","c(6, 0, 0)","fruits","mammals","vehicles","bear","truck","cherry","cherry","cherry","item_r","fruits",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"67","190111_1_d600","3","distribution_kids_simple",2,"Bunny","training","4","c(6, 0, 0)","fruits","mammals","vehicles","car","melon","cow","melon","melon","item_m","fruits",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"68","190111_1_d600","3","distribution_kids_simple",2,"Bunny","training","5","c(6, 0, 0)","fruits","mammals","vehicles","pineapple","motorbike","cat","pineapple","pineapple","item_l","fruits",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"69","190111_1_d600","3","distribution_kids_simple",2,"Bunny","training","6","c(6, 0, 0)","fruits","mammals","vehicles","airplane","apple","elephant","apple","apple","item_m","fruits",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"70","190111_1_d600","3","distribution_kids_simple",2,"Bunny","test","choice","c(6, 0, 0)","fruits","mammals","vehicles","horse","train","orange",NA,"train","item_m","vehicles",NA,0,0,1,"fruits",0,"M",3.2337899543379
"71","190111_1_d600","3","distribution_kids_simple",3,"Mouse","training","1","c(6, 0, 0)","mammals","vehicles","clothes","sock","car","elephant","elephant","elephant","item_r","mammals",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"72","190111_1_d600","3","distribution_kids_simple",3,"Mouse","training","2","c(6, 0, 0)","mammals","vehicles","clothes","bus","cow","shirt","cow","cow","item_m","mammals",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"73","190111_1_d600","3","distribution_kids_simple",3,"Mouse","training","3","c(6, 0, 0)","mammals","vehicles","clothes","horse","train","hat","horse","horse","item_l","mammals",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"74","190111_1_d600","3","distribution_kids_simple",3,"Mouse","training","4","c(6, 0, 0)","mammals","vehicles","clothes","skirt","cat","airplane","cat","airplane","item_r","vehicles",0,NA,NA,NA,NA,NA,"M",3.2337899543379
"75","190111_1_d600","3","distribution_kids_simple",3,"Mouse","training","5","c(6, 0, 0)","mammals","vehicles","clothes","dog","jacket","motorbike","dog","dog","item_l","mammals",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"76","190111_1_d600","3","distribution_kids_simple",3,"Mouse","training","6","c(6, 0, 0)","mammals","vehicles","clothes","truck","bear","shoe","bear","bear","item_m","mammals",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"77","190111_1_d600","3","distribution_kids_simple",3,"Mouse","test","choice","c(6, 0, 0)","mammals","vehicles","clothes","monkey","boat","dress",NA,"boat","item_m","vehicles",NA,0,1,0,"mammals",0,"M",3.2337899543379
"78","190111_1_d600","3","distribution_kids_simple",4,"Sheep","training","1","c(6, 0, 0)","vehicles","clothes","fruits","boat","jacket","strawberry","boat","boat","item_l","vehicles",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"79","190111_1_d600","3","distribution_kids_simple",4,"Sheep","training","2","c(6, 0, 0)","vehicles","clothes","fruits","pineapple","airplane","shoe","airplane","airplane","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"80","190111_1_d600","3","distribution_kids_simple",4,"Sheep","training","3","c(6, 0, 0)","vehicles","clothes","fruits","melon","motorbike","dress","motorbike","motorbike","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"81","190111_1_d600","3","distribution_kids_simple",4,"Sheep","training","4","c(6, 0, 0)","vehicles","clothes","fruits","skirt","car","orange","car","car","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"82","190111_1_d600","3","distribution_kids_simple",4,"Sheep","training","5","c(6, 0, 0)","vehicles","clothes","fruits","sock","train","apple","train","train","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"83","190111_1_d600","3","distribution_kids_simple",4,"Sheep","training","6","c(6, 0, 0)","vehicles","clothes","fruits","shirt","truck","cherry","truck","truck","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.2337899543379
"84","190111_1_d600","3","distribution_kids_simple",4,"Sheep","test","choice","c(6, 0, 0)","vehicles","clothes","fruits","bus","banana","hat",NA,"bus","item_l","vehicles",NA,1,0,0,"vehicles",1,"M",3.2337899543379
"85","190111_2_d600","3","distribution_kids_simple",1,"Tiger","training","1","c(6, 0, 0)","mammals","clothes","fruits","cat","strawberry","hat","cat","cat","item_l","mammals",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"86","190111_2_d600","3","distribution_kids_simple",1,"Tiger","training","2","c(6, 0, 0)","mammals","clothes","fruits","shoe","dog","apple","dog","dog","item_m","mammals",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"87","190111_2_d600","3","distribution_kids_simple",1,"Tiger","training","3","c(6, 0, 0)","mammals","clothes","fruits","elephant","melon","sock","elephant","elephant","item_l","mammals",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"88","190111_2_d600","3","distribution_kids_simple",1,"Tiger","training","4","c(6, 0, 0)","mammals","clothes","fruits","jacket","horse","banana","horse","horse","item_m","mammals",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"89","190111_2_d600","3","distribution_kids_simple",1,"Tiger","training","5","c(6, 0, 0)","mammals","clothes","fruits","pineapple","cow","skirt","cow","cow","item_m","mammals",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"90","190111_2_d600","3","distribution_kids_simple",1,"Tiger","training","6","c(6, 0, 0)","mammals","clothes","fruits","monkey","orange","dress","monkey","monkey","item_l","mammals",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"91","190111_2_d600","3","distribution_kids_simple",1,"Tiger","test","choice","c(6, 0, 0)","mammals","clothes","fruits","bear","shirt","cherry",NA,"cherry","item_r","fruits",NA,0,0,1,"mammals",0,"F",3.48584474885845
"92","190111_2_d600","3","distribution_kids_simple",2,"Beaver","training","1","c(6, 0, 0)","clothes","fruits","vehicles","melon","boat","shirt","shirt","shirt","item_r","clothes",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"93","190111_2_d600","3","distribution_kids_simple",2,"Beaver","training","2","c(6, 0, 0)","clothes","fruits","vehicles","shoe","car","orange","shoe","shoe","item_l","clothes",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"94","190111_2_d600","3","distribution_kids_simple",2,"Beaver","training","3","c(6, 0, 0)","clothes","fruits","vehicles","banana","airplane","sock","sock","sock","item_r","clothes",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"95","190111_2_d600","3","distribution_kids_simple",2,"Beaver","training","4","c(6, 0, 0)","clothes","fruits","vehicles","bus","jacket","strawberry","jacket","jacket","item_m","clothes",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"96","190111_2_d600","3","distribution_kids_simple",2,"Beaver","training","5","c(6, 0, 0)","clothes","fruits","vehicles","truck","cherry","skirt","skirt","skirt","item_r","clothes",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"97","190111_2_d600","3","distribution_kids_simple",2,"Beaver","training","6","c(6, 0, 0)","clothes","fruits","vehicles","train","hat","pineapple","hat","hat","item_m","clothes",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"98","190111_2_d600","3","distribution_kids_simple",2,"Beaver","test","choice","c(6, 0, 0)","clothes","fruits","vehicles","motorbike","dress","apple",NA,"apple","item_r","fruits",NA,0,1,0,"clothes",0,"F",3.48584474885845
"99","190111_2_d600","3","distribution_kids_simple",3,"Frog","training","1","c(6, 0, 0)","fruits","vehicles","mammals","banana","bear","airplane","banana","banana","item_l","fruits",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"100","190111_2_d600","3","distribution_kids_simple",3,"Frog","training","2","c(6, 0, 0)","fruits","vehicles","mammals","melon","cow","bus","melon","melon","item_l","fruits",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"101","190111_2_d600","3","distribution_kids_simple",3,"Frog","training","3","c(6, 0, 0)","fruits","vehicles","mammals","strawberry","car","elephant","strawberry","strawberry","item_l","fruits",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"102","190111_2_d600","3","distribution_kids_simple",3,"Frog","training","4","c(6, 0, 0)","fruits","vehicles","mammals","dog","apple","motorbike","apple","apple","item_m","fruits",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"103","190111_2_d600","3","distribution_kids_simple",3,"Frog","training","5","c(6, 0, 0)","fruits","vehicles","mammals","pineapple","horse","boat","pineapple","pineapple","item_l","fruits",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"104","190111_2_d600","3","distribution_kids_simple",3,"Frog","training","6","c(6, 0, 0)","fruits","vehicles","mammals","orange","monkey","train","orange","orange","item_l","fruits",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"105","190111_2_d600","3","distribution_kids_simple",3,"Frog","test","choice","c(6, 0, 0)","fruits","vehicles","mammals","truck","cherry","cat",NA,"truck","item_l","vehicles",NA,0,1,0,"fruits",0,"F",3.48584474885845
"106","190111_2_d600","3","distribution_kids_simple",4,"Sheep","training","1","c(6, 0, 0)","vehicles","mammals","clothes","cat","boat","sock","boat","boat","item_m","vehicles",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"107","190111_2_d600","3","distribution_kids_simple",4,"Sheep","training","2","c(6, 0, 0)","vehicles","mammals","clothes","shirt","train","cow","train","train","item_m","vehicles",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"108","190111_2_d600","3","distribution_kids_simple",4,"Sheep","training","3","c(6, 0, 0)","vehicles","mammals","clothes","bus","jacket","dog","bus","bus","item_l","vehicles",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"109","190111_2_d600","3","distribution_kids_simple",4,"Sheep","training","4","c(6, 0, 0)","vehicles","mammals","clothes","horse","motorbike","shoe","motorbike","motorbike","item_m","vehicles",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"110","190111_2_d600","3","distribution_kids_simple",4,"Sheep","training","5","c(6, 0, 0)","vehicles","mammals","clothes","hat","truck","elephant","truck","truck","item_m","vehicles",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"111","190111_2_d600","3","distribution_kids_simple",4,"Sheep","training","6","c(6, 0, 0)","vehicles","mammals","clothes","airplane","monkey","dress","airplane","airplane","item_l","vehicles",1,NA,NA,NA,NA,NA,"F",3.48584474885845
"112","190111_2_d600","3","distribution_kids_simple",4,"Sheep","test","choice","c(6, 0, 0)","vehicles","mammals","clothes","skirt","car","bear",NA,"car","item_m","vehicles",NA,1,0,0,"vehicles",1,"F",3.48584474885845
"113","190111_3_d600","3","distribution_kids_simple",1,"Tiger","training","1","c(6, 0, 0)","vehicles","clothes","fruits","skirt","car","melon","car","car","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.94063926940639
"114","190111_3_d600","3","distribution_kids_simple",1,"Tiger","training","2","c(6, 0, 0)","vehicles","clothes","fruits","shoe","cherry","airplane","airplane","airplane","item_r","vehicles",1,NA,NA,NA,NA,NA,"M",3.94063926940639
"115","190111_3_d600","3","distribution_kids_simple",1,"Tiger","training","3","c(6, 0, 0)","vehicles","clothes","fruits","jacket","pineapple","boat","boat","boat","item_r","vehicles",1,NA,NA,NA,NA,NA,"M",3.94063926940639
"116","190111_3_d600","3","distribution_kids_simple",1,"Tiger","training","4","c(6, 0, 0)","vehicles","clothes","fruits","banana","sock","train","train","train","item_r","vehicles",1,NA,NA,NA,NA,NA,"M",3.94063926940639
"117","190111_3_d600","3","distribution_kids_simple",1,"Tiger","training","5","c(6, 0, 0)","vehicles","clothes","fruits","strawberry","bus","shirt","bus","bus","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.94063926940639
"118","190111_3_d600","3","distribution_kids_simple",1,"Tiger","training","6","c(6, 0, 0)","vehicles","clothes","fruits","apple","truck","hat","truck","truck","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.94063926940639
"119","190111_3_d600","3","distribution_kids_simple",1,"Tiger","test","choice","c(6, 0, 0)","vehicles","clothes","fruits","orange","motorbike","dress",NA,"motorbike","item_m","vehicles",NA,1,0,0,"vehicles",1,"M",3.94063926940639
"120","190111_3_d600","3","distribution_kids_simple",2,"Bunny","training","1","c(6, 0, 0)","clothes","fruits","mammals","cat","skirt","orange","skirt","skirt","item_m","clothes",1,NA,NA,NA,NA,NA,"M",3.94063926940639
"121","190111_3_d600","3","distribution_kids_simple",2,"Bunny","training","2","c(6, 0, 0)","clothes","fruits","mammals","shoe","strawberry","cow","shoe","shoe","item_l","clothes",1,NA,NA,NA,NA,NA,"M",3.94063926940639
"122","190111_3_d600","3","distribution_kids_simple",2,"Bunny","training","3","c(6, 0, 0)","clothes","fruits","mammals","banana","bear","dress","dress","dress","item_r","clothes",1,NA,NA,NA,NA,NA,"M",3.94063926940639
"123","190111_3_d600","3","distribution_kids_simple",2,"Bunny","training","4","c(6, 0, 0)","clothes","fruits","mammals","monkey","apple","sock","sock","sock","item_r","clothes",1,NA,NA,NA,NA,NA,"M",3.94063926940639
