"","subid","subage","experiment","trial","agent","phase","slide","distribution","target1","target2","target3","item_l","item_m","item_r","correctItem","pick","pickPos","pickCat","correct_item","correct_target1","correct_target2","correct_target3","lastInputCat","same_lastInput","sex","age_num"
"276","190206_1_d600","4","distribution_kids_simple",4,"Frog","training","3","c(6, 0, 0)","fruits","mammals","clothes","monkey","orange","shirt","orange","orange","item_m","fruits",1,NA,NA,NA,NA,NA,"M",4.05570776255708
"277","190206_1_d600","4","distribution_kids_simple",4,"Frog","training","4","c(6, 0, 0)","fruits","mammals","clothes","hat","elephant","cherry","cherry","cherry","item_r","fruits",1,NA,NA,NA,NA,NA,"M",4.05570776255708
"278","190206_1_d600","4","distribution_kids_simple",4,"Frog","training","5","c(6, 0, 0)","fruits","mammals","clothes","banana","dog","skirt","banana","banana","item_l","fruits",1,NA,NA,NA,NA,NA,"M",4.05570776255708
"279","190206_1_d600","4","distribution_kids_simple",4,"Frog","training","6","c(6, 0, 0)","fruits","mammals","clothes","pineapple","cat","dress","pineapple","pineapple","item_l","fruits",1,NA,NA,NA,NA,NA,"M",4.05570776255708
"280","190206_1_d600","4","distribution_kids_simple",4,"Frog","test","choice","c(6, 0, 0)","fruits","mammals","clothes","cow","shoe","apple",NA,"cow","item_l","mammals",NA,0,1,0,"fruits",0,"M",4.05570776255708
"281","190206_2_d600","4","distribution_kids_simple",1,"Bunny","training","1","c(6, 0, 0)","clothes","vehicles","mammals","car","dress","cow","dress","dress","item_m","clothes",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"282","190206_2_d600","4","distribution_kids_simple",1,"Bunny","training","2","c(6, 0, 0)","clothes","vehicles","mammals","jacket","bus","cat","jacket","jacket","item_l","clothes",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"283","190206_2_d600","4","distribution_kids_simple",1,"Bunny","training","3","c(6, 0, 0)","clothes","vehicles","mammals","elephant","truck","shirt","shirt","shirt","item_r","clothes",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"284","190206_2_d600","4","distribution_kids_simple",1,"Bunny","training","4","c(6, 0, 0)","clothes","vehicles","mammals","shoe","motorbike","dog","shoe","shoe","item_l","clothes",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"285","190206_2_d600","4","distribution_kids_simple",1,"Bunny","training","5","c(6, 0, 0)","clothes","vehicles","mammals","airplane","monkey","hat","hat","hat","item_r","clothes",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"286","190206_2_d600","4","distribution_kids_simple",1,"Bunny","training","6","c(6, 0, 0)","clothes","vehicles","mammals","sock","train","horse","sock","sock","item_l","clothes",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"287","190206_2_d600","4","distribution_kids_simple",1,"Bunny","test","choice","c(6, 0, 0)","clothes","vehicles","mammals","skirt","boat","bear",NA,"bear","item_r","mammals",NA,0,0,1,"clothes",0,"M",4.19269406392694
"288","190206_2_d600","4","distribution_kids_simple",2,"Tiger","training","1","c(6, 0, 0)","vehicles","mammals","fruits","cat","apple","bus","bus","bus","item_r","vehicles",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"289","190206_2_d600","4","distribution_kids_simple",2,"Tiger","training","2","c(6, 0, 0)","vehicles","mammals","fruits","pineapple","train","bear","train","train","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"290","190206_2_d600","4","distribution_kids_simple",2,"Tiger","training","3","c(6, 0, 0)","vehicles","mammals","fruits","car","cherry","dog","car","car","item_l","vehicles",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"291","190206_2_d600","4","distribution_kids_simple",2,"Tiger","training","4","c(6, 0, 0)","vehicles","mammals","fruits","elephant","airplane","melon","airplane","airplane","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"292","190206_2_d600","4","distribution_kids_simple",2,"Tiger","training","5","c(6, 0, 0)","vehicles","mammals","fruits","boat","horse","strawberry","boat","boat","item_l","vehicles",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"293","190206_2_d600","4","distribution_kids_simple",2,"Tiger","training","6","c(6, 0, 0)","vehicles","mammals","fruits","orange","motorbike","monkey","motorbike","motorbike","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"294","190206_2_d600","4","distribution_kids_simple",2,"Tiger","test","choice","c(6, 0, 0)","vehicles","mammals","fruits","banana","cow","truck",NA,"truck","item_r","vehicles",NA,1,0,0,"vehicles",1,"M",4.19269406392694
"295","190206_2_d600","4","distribution_kids_simple",3,"Beaver","training","1","c(6, 0, 0)","mammals","fruits","clothes","cat","banana","jacket","cat","cat","item_l","mammals",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"296","190206_2_d600","4","distribution_kids_simple",3,"Beaver","training","2","c(6, 0, 0)","mammals","fruits","clothes","dog","pineapple","skirt","dog","dog","item_l","mammals",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"297","190206_2_d600","4","distribution_kids_simple",3,"Beaver","training","3","c(6, 0, 0)","mammals","fruits","clothes","orange","shoe","horse","horse","horse","item_r","mammals",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"298","190206_2_d600","4","distribution_kids_simple",3,"Beaver","training","4","c(6, 0, 0)","mammals","fruits","clothes","shirt","cow","apple","cow","cow","item_m","mammals",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"299","190206_2_d600","4","distribution_kids_simple",3,"Beaver","training","5","c(6, 0, 0)","mammals","fruits","clothes","dress","melon","elephant","elephant","elephant","item_r","mammals",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"300","190206_2_d600","4","distribution_kids_simple",3,"Beaver","training","6","c(6, 0, 0)","mammals","fruits","clothes","sock","bear","strawberry","bear","bear","item_m","mammals",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"301","190206_2_d600","4","distribution_kids_simple",3,"Beaver","test","choice","c(6, 0, 0)","mammals","fruits","clothes","monkey","hat","cherry",NA,"monkey","item_l","mammals",NA,1,0,0,"mammals",1,"M",4.19269406392694
"302","190206_2_d600","4","distribution_kids_simple",4,"Pig","training","1","c(6, 0, 0)","fruits","clothes","vehicles","hat","boat","cherry","cherry","cherry","item_r","fruits",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"303","190206_2_d600","4","distribution_kids_simple",4,"Pig","training","2","c(6, 0, 0)","fruits","clothes","vehicles","banana","train","shirt","banana","banana","item_l","fruits",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"304","190206_2_d600","4","distribution_kids_simple",4,"Pig","training","3","c(6, 0, 0)","fruits","clothes","vehicles","sock","motorbike","apple","apple","apple","item_r","fruits",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"305","190206_2_d600","4","distribution_kids_simple",4,"Pig","training","4","c(6, 0, 0)","fruits","clothes","vehicles","orange","shoe","car","orange","orange","item_l","fruits",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"306","190206_2_d600","4","distribution_kids_simple",4,"Pig","training","5","c(6, 0, 0)","fruits","clothes","vehicles","airplane","dress","pineapple","pineapple","pineapple","item_r","fruits",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"307","190206_2_d600","4","distribution_kids_simple",4,"Pig","training","6","c(6, 0, 0)","fruits","clothes","vehicles","jacket","melon","bus","melon","melon","item_m","fruits",1,NA,NA,NA,NA,NA,"M",4.19269406392694
"308","190206_2_d600","4","distribution_kids_simple",4,"Pig","test","choice","c(6, 0, 0)","fruits","clothes","vehicles","skirt","strawberry","truck",NA,"strawberry","item_m","fruits",NA,1,0,0,"fruits",1,"M",4.19269406392694
"309","190206_3_d600","3","distribution_kids_simple",1,"Bunny","training","1","c(6, 0, 0)","vehicles","clothes","fruits","bus","cherry","skirt","bus","skirt","item_r","clothes",0,NA,NA,NA,NA,NA,"F",3.1296803652968
"310","190206_3_d600","3","distribution_kids_simple",1,"Bunny","training","2","c(6, 0, 0)","vehicles","clothes","fruits","truck","apple","hat","truck","truck","item_l","vehicles",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"311","190206_3_d600","3","distribution_kids_simple",1,"Bunny","training","3","c(6, 0, 0)","vehicles","clothes","fruits","shirt","car","melon","car","car","item_m","vehicles",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"312","190206_3_d600","3","distribution_kids_simple",1,"Bunny","training","4","c(6, 0, 0)","vehicles","clothes","fruits","dress","airplane","pineapple","airplane","airplane","item_m","vehicles",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"313","190206_3_d600","3","distribution_kids_simple",1,"Bunny","training","5","c(6, 0, 0)","vehicles","clothes","fruits","shoe","orange","boat","boat","boat","item_r","vehicles",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"314","190206_3_d600","3","distribution_kids_simple",1,"Bunny","training","6","c(6, 0, 0)","vehicles","clothes","fruits","train","sock","strawberry","train","train","item_l","vehicles",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"315","190206_3_d600","3","distribution_kids_simple",1,"Bunny","test","choice","c(6, 0, 0)","vehicles","clothes","fruits","banana","jacket","motorbike",NA,"motorbike","item_r","vehicles",NA,1,0,0,"vehicles",1,"F",3.1296803652968
"316","190206_3_d600","3","distribution_kids_simple",2,"Pig","training","1","c(6, 0, 0)","clothes","fruits","mammals","elephant","pineapple","sock","sock","sock","item_r","clothes",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"317","190206_3_d600","3","distribution_kids_simple",2,"Pig","training","2","c(6, 0, 0)","clothes","fruits","mammals","cat","cherry","jacket","jacket","jacket","item_r","clothes",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"318","190206_3_d600","3","distribution_kids_simple",2,"Pig","training","3","c(6, 0, 0)","clothes","fruits","mammals","melon","hat","dog","hat","hat","item_m","clothes",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"319","190206_3_d600","3","distribution_kids_simple",2,"Pig","training","4","c(6, 0, 0)","clothes","fruits","mammals","dress","horse","banana","dress","dress","item_l","clothes",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"320","190206_3_d600","3","distribution_kids_simple",2,"Pig","training","5","c(6, 0, 0)","clothes","fruits","mammals","shoe","cow","apple","shoe","shoe","item_l","clothes",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"321","190206_3_d600","3","distribution_kids_simple",2,"Pig","training","6","c(6, 0, 0)","clothes","fruits","mammals","skirt","bear","orange","skirt","skirt","item_l","clothes",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"322","190206_3_d600","3","distribution_kids_simple",2,"Pig","test","choice","c(6, 0, 0)","clothes","fruits","mammals","shirt","strawberry","monkey",NA,"monkey","item_r","mammals",NA,0,0,1,"clothes",0,"F",3.1296803652968
"323","190206_3_d600","3","distribution_kids_simple",3,"Mouse","training","1","c(6, 0, 0)","fruits","mammals","vehicles","bear","train","orange","orange","orange","item_r","fruits",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"324","190206_3_d600","3","distribution_kids_simple",3,"Mouse","training","2","c(6, 0, 0)","fruits","mammals","vehicles","dog","bus","strawberry","strawberry","strawberry","item_r","fruits",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"325","190206_3_d600","3","distribution_kids_simple",3,"Mouse","training","3","c(6, 0, 0)","fruits","mammals","vehicles","truck","cat","melon","melon","melon","item_r","fruits",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"326","190206_3_d600","3","distribution_kids_simple",3,"Mouse","training","4","c(6, 0, 0)","fruits","mammals","vehicles","monkey","banana","boat","banana","banana","item_m","fruits",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"327","190206_3_d600","3","distribution_kids_simple",3,"Mouse","training","5","c(6, 0, 0)","fruits","mammals","vehicles","elephant","cherry","car","cherry","cherry","item_m","fruits",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"328","190206_3_d600","3","distribution_kids_simple",3,"Mouse","training","6","c(6, 0, 0)","fruits","mammals","vehicles","cow","apple","airplane","apple","apple","item_m","fruits",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"329","190206_3_d600","3","distribution_kids_simple",3,"Mouse","test","choice","c(6, 0, 0)","fruits","mammals","vehicles","horse","motorbike","pineapple",NA,"pineapple","item_r","fruits",NA,1,0,0,"fruits",1,"F",3.1296803652968
"330","190206_3_d600","3","distribution_kids_simple",4,"Beaver","training","1","c(6, 0, 0)","mammals","vehicles","clothes","dress","car","monkey","monkey","monkey","item_r","mammals",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"331","190206_3_d600","3","distribution_kids_simple",4,"Beaver","training","2","c(6, 0, 0)","mammals","vehicles","clothes","airplane","hat","dog","dog","dog","item_r","mammals",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"332","190206_3_d600","3","distribution_kids_simple",4,"Beaver","training","3","c(6, 0, 0)","mammals","vehicles","clothes","boat","jacket","bear","bear","bear","item_r","mammals",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"333","190206_3_d600","3","distribution_kids_simple",4,"Beaver","training","4","c(6, 0, 0)","mammals","vehicles","clothes","horse","shoe","bus","horse","horse","item_l","mammals",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"334","190206_3_d600","3","distribution_kids_simple",4,"Beaver","training","5","c(6, 0, 0)","mammals","vehicles","clothes","train","cat","shirt","cat","cat","item_m","mammals",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"335","190206_3_d600","3","distribution_kids_simple",4,"Beaver","training","6","c(6, 0, 0)","mammals","vehicles","clothes","motorbike","skirt","elephant","elephant","elephant","item_r","mammals",1,NA,NA,NA,NA,NA,"F",3.1296803652968
"336","190206_3_d600","3","distribution_kids_simple",4,"Beaver","test","choice","c(6, 0, 0)","mammals","vehicles","clothes","truck","sock","cow",NA,"cow","item_r","mammals",NA,1,0,0,"mammals",1,"F",3.1296803652968
"337","190217_2_d600","3","distribution_kids_simple",1,"Beaver","training","1","c(6, 0, 0)","vehicles","mammals","clothes","dog","airplane","skirt","airplane","airplane","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"338","190217_2_d600","3","distribution_kids_simple",1,"Beaver","training","2","c(6, 0, 0)","vehicles","mammals","clothes","boat","elephant","shoe","boat","boat","item_l","vehicles",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"339","190217_2_d600","3","distribution_kids_simple",1,"Beaver","training","3","c(6, 0, 0)","vehicles","mammals","clothes","bear","hat","train","train","train","item_r","vehicles",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"340","190217_2_d600","3","distribution_kids_simple",1,"Beaver","training","4","c(6, 0, 0)","vehicles","mammals","clothes","truck","shirt","cow","truck","truck","item_l","vehicles",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"341","190217_2_d600","3","distribution_kids_simple",1,"Beaver","training","5","c(6, 0, 0)","vehicles","mammals","clothes","horse","bus","jacket","bus","bus","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"342","190217_2_d600","3","distribution_kids_simple",1,"Beaver","training","6","c(6, 0, 0)","vehicles","mammals","clothes","dress","car","cat","car","car","item_m","vehicles",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"343","190217_2_d600","3","distribution_kids_simple",1,"Beaver","test","choice","c(6, 0, 0)","vehicles","mammals","clothes","motorbike","monkey","sock",NA,"motorbike","item_l","vehicles",NA,1,0,0,"vehicles",1,"M",3.28858447488584
"344","190217_2_d600","3","distribution_kids_simple",2,"Mouse","training","1","c(6, 0, 0)","mammals","clothes","fruits","cow","shirt","melon","cow","cow","item_l","mammals",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"345","190217_2_d600","3","distribution_kids_simple",2,"Mouse","training","2","c(6, 0, 0)","mammals","clothes","fruits","cat","skirt","cherry","cat","cat","item_l","mammals",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"346","190217_2_d600","3","distribution_kids_simple",2,"Mouse","training","3","c(6, 0, 0)","mammals","clothes","fruits","strawberry","dress","horse","horse","horse","item_r","mammals",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"347","190217_2_d600","3","distribution_kids_simple",2,"Mouse","training","4","c(6, 0, 0)","mammals","clothes","fruits","sock","dog","pineapple","dog","dog","item_m","mammals",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"348","190217_2_d600","3","distribution_kids_simple",2,"Mouse","training","5","c(6, 0, 0)","mammals","clothes","fruits","monkey","shoe","banana","monkey","monkey","item_l","mammals",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"349","190217_2_d600","3","distribution_kids_simple",2,"Mouse","training","6","c(6, 0, 0)","mammals","clothes","fruits","jacket","elephant","apple","elephant","elephant","item_m","mammals",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"350","190217_2_d600","3","distribution_kids_simple",2,"Mouse","test","choice","c(6, 0, 0)","mammals","clothes","fruits","bear","hat","orange",NA,"orange","item_r","fruits",NA,0,0,1,"mammals",0,"M",3.28858447488584
"351","190217_2_d600","3","distribution_kids_simple",3,"Frog","training","1","c(6, 0, 0)","clothes","fruits","vehicles","orange","train","dress","dress","dress","item_r","clothes",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"352","190217_2_d600","3","distribution_kids_simple",3,"Frog","training","2","c(6, 0, 0)","clothes","fruits","vehicles","shirt","airplane","pineapple","shirt","shirt","item_l","clothes",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"353","190217_2_d600","3","distribution_kids_simple",3,"Frog","training","3","c(6, 0, 0)","clothes","fruits","vehicles","boat","skirt","cherry","skirt","skirt","item_m","clothes",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"354","190217_2_d600","3","distribution_kids_simple",3,"Frog","training","4","c(6, 0, 0)","clothes","fruits","vehicles","jacket","banana","motorbike","jacket","jacket","item_l","clothes",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"355","190217_2_d600","3","distribution_kids_simple",3,"Frog","training","5","c(6, 0, 0)","clothes","fruits","vehicles","melon","car","sock","sock","sock","item_r","clothes",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"356","190217_2_d600","3","distribution_kids_simple",3,"Frog","training","6","c(6, 0, 0)","clothes","fruits","vehicles","truck","apple","hat","hat","hat","item_r","clothes",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"357","190217_2_d600","3","distribution_kids_simple",3,"Frog","test","choice","c(6, 0, 0)","clothes","fruits","vehicles","bus","shoe","strawberry",NA,"strawberry","item_r","fruits",NA,0,1,0,"clothes",0,"M",3.28858447488584
"358","190217_2_d600","3","distribution_kids_simple",4,"Sheep","training","1","c(6, 0, 0)","fruits","vehicles","mammals","airplane","melon","cow","melon","melon","item_m","fruits",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"359","190217_2_d600","3","distribution_kids_simple",4,"Sheep","training","2","c(6, 0, 0)","fruits","vehicles","mammals","cat","train","strawberry","strawberry","strawberry","item_r","fruits",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"360","190217_2_d600","3","distribution_kids_simple",4,"Sheep","training","3","c(6, 0, 0)","fruits","vehicles","mammals","bus","apple","horse","apple","apple","item_m","fruits",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"361","190217_2_d600","3","distribution_kids_simple",4,"Sheep","training","4","c(6, 0, 0)","fruits","vehicles","mammals","pineapple","bear","car","pineapple","pineapple","item_l","fruits",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"362","190217_2_d600","3","distribution_kids_simple",4,"Sheep","training","5","c(6, 0, 0)","fruits","vehicles","mammals","dog","orange","motorbike","orange","orange","item_m","fruits",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"363","190217_2_d600","3","distribution_kids_simple",4,"Sheep","training","6","c(6, 0, 0)","fruits","vehicles","mammals","truck","banana","elephant","banana","banana","item_m","fruits",1,NA,NA,NA,NA,NA,"M",3.28858447488584
"364","190217_2_d600","3","distribution_kids_simple",4,"Sheep","test","choice","c(6, 0, 0)","fruits","vehicles","mammals","cherry","boat","monkey",NA,"boat","item_m","vehicles",NA,0,1,0,"fruits",0,"M",3.28858447488584
"365","190217_3_d600","4","distribution_kids_simple",1,"Mouse","training","1","c(6, 0, 0)","mammals","clothes","vehicles","truck","shirt","monkey","monkey","monkey","item_r","mammals",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"366","190217_3_d600","4","distribution_kids_simple",1,"Mouse","training","2","c(6, 0, 0)","mammals","clothes","vehicles","cow","car","hat","cow","cow","item_l","mammals",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"367","190217_3_d600","4","distribution_kids_simple",1,"Mouse","training","3","c(6, 0, 0)","mammals","clothes","vehicles","jacket","bus","bear","bear","bear","item_r","mammals",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"368","190217_3_d600","4","distribution_kids_simple",1,"Mouse","training","4","c(6, 0, 0)","mammals","clothes","vehicles","airplane","sock","horse","horse","horse","item_r","mammals",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"369","190217_3_d600","4","distribution_kids_simple",1,"Mouse","training","5","c(6, 0, 0)","mammals","clothes","vehicles","dress","motorbike","elephant","elephant","elephant","item_r","mammals",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"370","190217_3_d600","4","distribution_kids_simple",1,"Mouse","training","6","c(6, 0, 0)","mammals","clothes","vehicles","boat","dog","shoe","dog","dog","item_m","mammals",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"371","190217_3_d600","4","distribution_kids_simple",1,"Mouse","test","choice","c(6, 0, 0)","mammals","clothes","vehicles","train","cat","skirt",NA,"skirt","item_r","clothes",NA,0,1,0,"mammals",0,"NA",4.22009132420091
"372","190217_3_d600","4","distribution_kids_simple",2,"Tiger","training","1","c(6, 0, 0)","clothes","vehicles","fruits","jacket","airplane","apple","jacket","jacket","item_l","clothes",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"373","190217_3_d600","4","distribution_kids_simple",2,"Tiger","training","2","c(6, 0, 0)","clothes","vehicles","fruits","banana","train","shirt","shirt","shirt","item_r","clothes",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"374","190217_3_d600","4","distribution_kids_simple",2,"Tiger","training","3","c(6, 0, 0)","clothes","vehicles","fruits","sock","cherry","truck","sock","sock","item_l","clothes",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"375","190217_3_d600","4","distribution_kids_simple",2,"Tiger","training","4","c(6, 0, 0)","clothes","vehicles","fruits","dress","motorbike","melon","dress","dress","item_l","clothes",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"376","190217_3_d600","4","distribution_kids_simple",2,"Tiger","training","5","c(6, 0, 0)","clothes","vehicles","fruits","orange","bus","skirt","skirt","bus","item_m","vehicles",0,NA,NA,NA,NA,NA,"NA",4.22009132420091
"377","190217_3_d600","4","distribution_kids_simple",2,"Tiger","training","6","c(6, 0, 0)","clothes","vehicles","fruits","hat","pineapple","car","hat","hat","item_l","clothes",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"378","190217_3_d600","4","distribution_kids_simple",2,"Tiger","test","choice","c(6, 0, 0)","clothes","vehicles","fruits","boat","strawberry","shoe",NA,"shoe","item_r","clothes",NA,1,0,0,"clothes",1,"NA",4.22009132420091
"379","190217_3_d600","4","distribution_kids_simple",3,"Frog","training","1","c(6, 0, 0)","vehicles","fruits","mammals","bus","apple","elephant","bus","bus","item_l","vehicles",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"380","190217_3_d600","4","distribution_kids_simple",3,"Frog","training","2","c(6, 0, 0)","vehicles","fruits","mammals","melon","car","monkey","car","car","item_m","vehicles",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"381","190217_3_d600","4","distribution_kids_simple",3,"Frog","training","3","c(6, 0, 0)","vehicles","fruits","mammals","pineapple","train","dog","train","train","item_m","vehicles",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"382","190217_3_d600","4","distribution_kids_simple",3,"Frog","training","4","c(6, 0, 0)","vehicles","fruits","mammals","strawberry","cat","truck","truck","truck","item_r","vehicles",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"383","190217_3_d600","4","distribution_kids_simple",3,"Frog","training","5","c(6, 0, 0)","vehicles","fruits","mammals","boat","cherry","horse","boat","boat","item_l","vehicles",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"384","190217_3_d600","4","distribution_kids_simple",3,"Frog","training","6","c(6, 0, 0)","vehicles","fruits","mammals","airplane","orange","cow","airplane","airplane","item_l","vehicles",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"385","190217_3_d600","4","distribution_kids_simple",3,"Frog","test","choice","c(6, 0, 0)","vehicles","fruits","mammals","motorbike","banana","bear",NA,"bear","item_r","mammals",NA,0,0,1,"vehicles",0,"NA",4.22009132420091
"386","190217_3_d600","4","distribution_kids_simple",4,"Bunny","training","1","c(6, 0, 0)","fruits","mammals","clothes","dress","strawberry","elephant","strawberry","strawberry","item_m","fruits",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"387","190217_3_d600","4","distribution_kids_simple",4,"Bunny","training","2","c(6, 0, 0)","fruits","mammals","clothes","bear","cherry","jacket","cherry","cherry","item_m","fruits",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"388","190217_3_d600","4","distribution_kids_simple",4,"Bunny","training","3","c(6, 0, 0)","fruits","mammals","clothes","monkey","pineapple","shoe","pineapple","pineapple","item_m","fruits",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"389","190217_3_d600","4","distribution_kids_simple",4,"Bunny","training","4","c(6, 0, 0)","fruits","mammals","clothes","dog","banana","hat","banana","banana","item_m","fruits",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"390","190217_3_d600","4","distribution_kids_simple",4,"Bunny","training","5","c(6, 0, 0)","fruits","mammals","clothes","sock","apple","cat","apple","apple","item_m","fruits",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"391","190217_3_d600","4","distribution_kids_simple",4,"Bunny","training","6","c(6, 0, 0)","fruits","mammals","clothes","cow","shirt","melon","melon","melon","item_r","fruits",1,NA,NA,NA,NA,NA,"NA",4.22009132420091
"392","190217_3_d600","4","distribution_kids_simple",4,"Bunny","test","choice","c(6, 0, 0)","fruits","mammals","clothes","horse","orange","skirt",NA,"orange","item_m","fruits",NA,1,0,0,"fruits",1,"NA",4.22009132420091
"393","190217_4_d600","3","distribution_kids_simple",1,"Bunny","training","1","c(6, 0, 0)","vehicles","fruits","clothes","cherry","car","hat","car","car","item_m","vehicles",1,NA,NA,NA,NA,NA,"NA",3.87214611872146
"394","190217_4_d600","3","distribution_kids_simple",1,"Bunny","training","2","c(6, 0, 0)","vehicles","fruits","clothes","bus","banana","shoe","bus","bus","item_l","vehicles",1,NA,NA,NA,NA,NA,"NA",3.87214611872146
"395","190217_4_d600","3","distribution_kids_simple",1,"Bunny","training","3","c(6, 0, 0)","vehicles","fruits","clothes","sock","airplane","orange","airplane","airplane","item_m","vehicles",1,NA,NA,NA,NA,NA,"NA",3.87214611872146
"396","190217_4_d600","3","distribution_kids_simple",1,"Bunny","training","4","c(6, 0, 0)","vehicles","fruits","clothes","skirt","apple","motorbike","motorbike","motorbike","item_r","vehicles",1,NA,NA,NA,NA,NA,"NA",3.87214611872146
"397","190217_4_d600","3","distribution_kids_simple",1,"Bunny","training","5","c(6, 0, 0)","vehicles","fruits","clothes","truck","pineapple","shirt","truck","truck","item_l","vehicles",1,NA,NA,NA,NA,NA,"NA",3.87214611872146
"398","190217_4_d600","3","distribution_kids_simple",1,"Bunny","training","6","c(6, 0, 0)","vehicles","fruits","clothes","train","melon","dress","train","train","item_l","vehicles",1,NA,NA,NA,NA,NA,"NA",3.87214611872146
